customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_numeric,TotalServices,TenureGroup,AvgMonthlySpend,SupportCount,SpendTrend,tenure_score,charges_score,services_score,value_score,ValueTier,ChurnProbability,RiskCategory
3144-AUDBS,0,0,1,0,6,1,0,0,0,0,0,2,0,0,0,1,2,49.15,270.8,1,1,2,3,45.13333333333333,1,4.016666666666666,0,0,1,1,Low,0.329449972089298,Medium Risk
4821-SJHJV,0,0,1,1,32,1,2,1,2,0,0,0,2,0,0,0,2,89.6,2901.8,0,0,4,1,90.68125,1,-1.0812500000000114,1,2,1,4,Medium,0.3261120482066602,Medium Risk
7346-MEDWM,0,0,0,0,59,1,2,1,0,2,2,0,0,0,0,1,2,83.25,4949.1,0,0,4,2,83.88305084745764,1,-0.6330508474576391,2,1,1,4,Medium,0.28769814093642737,Low Risk
1137-DGOWI,0,0,1,0,30,1,0,0,0,2,2,2,0,2,1,0,0,70.25,2198.9,0,0,5,1,73.29666666666667,2,-3.046666666666667,1,1,2,4,Medium,0.057103190898769154,Low Risk
5616-PRTNT,1,0,0,1,20,1,0,2,1,1,1,1,1,1,0,1,2,19.4,374.5,1,1,1,0,18.725,0,0.6749999999999972,1,0,0,1,Low,0.06713991750394153,Low Risk
3812-LRZIR,0,0,1,1,27,1,2,2,1,1,1,1,1,1,2,0,2,24.5,761.95,0,0,2,1,28.22037037037037,0,-3.7203703703703717,1,0,1,2,Low,0.015074962514328603,Low Risk
4818-QIUFN,0,1,0,0,20,1,2,1,2,0,0,0,0,0,0,1,2,79.15,1520.9,1,1,3,0,76.045,1,3.105000000000004,1,1,1,3,Medium,0.4326230594796806,Medium Risk
9483-GCPWE,1,0,0,1,9,1,0,2,1,1,1,1,1,1,1,0,3,20.1,190.25,0,0,1,3,21.13888888888889,0,-1.0388888888888879,0,0,0,0,Low,0.06752709688202997,Low Risk
4227-OJHAL,0,0,1,1,68,1,2,0,2,2,2,0,2,0,1,1,1,73.0,5163.0,0,0,6,2,75.92647058823529,2,-2.92647058823529,2,1,2,5,High,0.032297475160352265,Low Risk
9220-CXRSC,0,0,1,1,69,1,2,0,2,0,0,2,0,0,2,0,1,61.4,4059.85,0,0,4,2,58.83840579710145,2,2.5615942028985472,2,1,1,4,Medium,0.004970834138561344,Low Risk
4993-JCRGJ,1,0,0,0,26,1,2,1,0,0,2,2,0,0,0,1,3,84.3,2281.6,0,0,4,1,87.75384615384615,2,-3.4538461538461576,1,2,1,4,Medium,0.42972317468862015,Medium Risk
9537-JALFH,1,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,19.9,1356.7,0,0,1,2,19.66231884057971,0,0.237681159420287,2,0,0,2,Low,0.0017263959891882091,Low Risk
6698-OXETB,1,0,0,0,11,1,0,2,1,1,1,1,1,1,2,0,3,20.4,231.45,0,0,1,3,21.04090909090909,0,-0.6409090909090907,0,0,0,0,Low,0.036643457201514414,Low Risk
2103-ZRXFN,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,3,50.75,50.75,0,0,2,3,50.75,0,0.0,0,1,1,2,Low,0.5113937630398923,Medium Risk
3724-BSCVH,1,0,1,1,10,1,0,2,1,1,1,1,1,1,1,0,3,20.45,242.4,0,0,1,3,24.240000000000002,0,-3.7900000000000027,0,0,0,0,Low,0.06804692477434966,Low Risk
4877-TSOFF,0,0,1,1,55,1,2,0,2,2,0,2,0,2,1,1,0,75.75,4264.25,0,0,6,2,77.53181818181818,2,-1.7818181818181813,2,1,2,5,High,0.02939811990199278,Low Risk
9209-NWPGU,1,0,0,0,44,1,0,0,2,0,0,2,2,0,1,0,2,65.4,2774.55,0,0,4,1,63.05795454545455,2,2.342045454545456,1,1,1,3,Medium,0.02789869256972918,Low Risk
6961-VCPMC,1,1,1,0,46,1,0,1,0,0,0,0,0,2,0,1,2,80.4,3605.2,1,1,2,1,78.37391304347825,0,2.026086956521752,1,1,1,3,Medium,0.3855982152902657,Medium Risk
7306-YDSOI,1,0,1,1,69,1,0,0,2,2,2,0,0,0,2,1,0,59.75,4069.9,0,0,4,2,58.984057971014494,2,0.7659420289855063,2,1,1,4,Medium,0.005452474712369691,Low Risk
5288-AHOUP,1,1,0,0,11,1,0,1,0,0,0,0,0,2,0,1,2,78.5,874.2,0,0,2,3,79.47272727272728,0,-0.9727272727272833,0,1,1,2,Low,0.7116540571191072,High Risk
6688-UZPWD,0,0,1,0,11,1,2,1,0,2,0,0,2,2,0,1,2,102.0,1145.35,1,1,5,3,104.12272727272726,0,-2.1227272727272606,0,2,2,4,Medium,0.7935884350242842,High Risk
0655-YDGFJ,1,0,0,0,29,1,0,0,0,0,2,0,0,0,0,0,0,48.95,1323.7,0,0,2,1,45.6448275862069,1,3.305172413793102,1,0,1,2,Low,0.12899007075899882,Low Risk
8468-EHYJA,0,0,1,0,57,1,2,1,2,0,0,0,2,2,0,1,2,99.65,5497.05,0,0,5,2,96.43947368421053,1,3.2105263157894797,2,2,2,6,High,0.3913034539261735,Medium Risk
6823-SIDFQ,1,0,0,0,28,1,0,2,1,1,1,1,1,1,1,0,1,18.25,534.7,0,0,1,1,19.09642857142857,0,-0.8464285714285715,1,0,0,1,Low,0.023761429346059963,Low Risk
1097-FSPVW,0,0,0,0,42,1,0,0,2,0,2,0,0,0,0,0,1,54.55,2455.05,0,0,3,1,58.453571428571436,2,-3.903571428571439,1,1,1,3,Medium,0.07237969532397977,Low Risk
2839-RFSQE,0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.65,38.7,1,1,1,3,19.35,0,1.2999999999999972,0,0,0,0,Low,0.2240591845686567,Low Risk
8328-SKJNO,1,0,0,1,23,0,1,0,2,2,0,2,0,0,1,0,0,40.65,947.4,0,0,3,0,41.19130434782608,2,-0.5413043478260846,1,0,1,2,Low,0.03965355286967167,Low Risk
7010-ZMVBF,0,0,1,1,18,1,0,2,1,1,1,1,1,1,0,0,3,20.45,357.0,0,0,1,0,19.833333333333332,0,0.6166666666666671,1,0,0,1,Low,0.06478031572557025,Low Risk
5201-CBWYG,1,0,1,1,62,1,2,2,1,1,1,1,1,1,1,0,0,24.8,1476.25,0,0,2,2,23.81048387096774,0,0.9895161290322605,2,0,1,3,Medium,0.007449456878488676,Low Risk
0968-GSIKN,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.8,70.8,1,1,1,3,70.8,0,0.0,0,1,0,1,Low,0.7126428381639672,High Risk
1965-DDBWU,1,0,0,0,16,1,2,1,0,0,0,2,0,2,0,1,1,89.05,1448.6,1,1,4,0,90.5375,1,-1.4874999999999972,1,2,1,4,Medium,0.4776540749438716,Medium Risk
9057-SIHCH,0,0,0,0,3,1,2,1,0,0,0,0,2,2,0,1,2,96.6,291.9,1,1,4,3,97.3,0,-0.7000000000000028,0,2,1,3,Medium,0.8440733267507577,High Risk
6352-GIGGQ,1,0,0,0,67,1,2,0,2,2,2,2,2,2,1,1,0,88.8,5903.15,0,0,8,2,88.10671641791045,3,0.6932835820895491,2,2,2,6,High,0.036519091832267335,Low Risk
3635-QQRQD,1,0,0,0,62,1,0,2,1,1,1,1,1,1,2,1,1,20.05,1201.65,0,0,1,2,19.381451612903227,0,0.6685483870967737,2,0,0,2,Low,0.004107482313426699,Low Risk
6771-XWBDM,0,0,1,0,57,1,2,1,0,2,2,0,2,2,0,1,1,104.5,5921.35,1,1,6,2,103.88333333333334,1,0.61666666666666,2,2,2,6,High,0.4757127778888589,Medium Risk
2897-DOVND,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,69.8,146.65,0,0,1,3,73.325,0,-3.5250000000000057,0,1,0,1,Low,0.684792282105533,Medium Risk
3082-YVEKW,0,0,1,1,23,1,2,0,2,0,2,2,2,0,2,1,0,77.15,1759.4,0,0,6,0,76.49565217391304,3,0.654347826086962,1,1,2,4,Medium,0.03148689124422003,Low Risk
0191-EQUUH,0,0,0,1,25,0,1,0,2,0,0,2,0,0,2,0,0,35.05,844.45,0,0,2,1,33.778,2,1.2719999999999985,1,0,1,2,Low,0.02310755101666475,Low Risk
7134-HBPBS,0,1,0,0,72,1,2,1,0,2,2,2,2,2,2,1,0,108.1,7774.05,0,0,7,2,107.97291666666666,2,0.12708333333333144,2,2,2,6,High,0.08609304946013532,Low Risk
3489-HHPFY,0,0,1,0,2,1,2,1,0,0,0,0,2,0,0,1,2,84.05,134.05,0,0,3,3,67.025,0,17.02499999999999,0,2,1,3,Medium,0.7743307818414709,High Risk
2926-JEJJC,0,0,0,0,8,1,0,2,1,1,1,1,1,1,1,1,0,20.2,140.95,0,0,1,3,17.61875,0,2.5812500000000007,0,0,0,0,Low,0.09473834875145747,Low Risk
8601-QACRS,0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,1,3,50.6,249.95,1,1,2,3,49.989999999999995,0,0.6100000000000065,0,1,1,2,Low,0.5522374782358578,Medium Risk
4950-BDEUX,1,0,0,0,35,0,1,0,0,0,2,0,2,2,0,0,2,49.2,1701.65,0,0,3,1,48.61857142857143,1,0.5814285714285745,1,0,1,2,Low,0.3488030610875406,Medium Risk
5789-LDFXO,1,0,0,0,24,1,2,2,1,1,1,1,1,1,1,0,2,24.6,592.65,0,0,2,0,24.693749999999998,0,-0.09374999999999645,1,0,1,2,Low,0.03631475814823226,Low Risk
0508-OOLTO,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,1,2,71.65,135.75,0,0,1,3,67.875,0,3.7750000000000057,0,1,0,1,Low,0.6360288497065381,Medium Risk
2984-TBYKU,1,0,1,1,72,1,2,1,2,2,2,2,0,2,2,1,1,104.9,7732.65,0,0,7,2,107.39791666666666,3,-2.4979166666666544,2,2,2,6,High,0.02977532496847436,Low Risk
9822-WMWVG,0,0,0,0,41,1,2,1,2,2,2,2,2,0,0,1,2,106.5,4282.4,0,0,7,1,104.44878048780487,3,2.051219512195132,1,2,2,5,High,0.28323193161418553,Low Risk
2391-SOORI,1,0,0,1,4,1,0,0,2,0,0,0,0,0,0,0,2,49.35,219.65,1,1,2,3,54.9125,1,-5.5625,0,0,1,1,Low,0.2427967517871711,Low Risk
9040-KZVWO,1,0,0,0,26,1,0,1,0,2,0,0,0,0,1,0,0,75.5,2018.1,0,0,2,1,77.61923076923077,0,-2.119230769230768,1,1,1,3,Medium,0.15660839869693893,Low Risk
2645-QTLMB,1,0,0,0,7,1,0,1,0,2,0,0,2,2,0,1,2,94.25,669.0,1,1,4,3,95.57142857142857,0,-1.3214285714285694,0,2,1,3,Medium,0.7283412953535909,High Risk
4806-HIPDW,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,2,68.95,68.95,1,1,1,3,68.95,0,0.0,0,1,0,1,Low,0.6910872798861506,Medium Risk
1548-ARAGG,0,0,1,1,4,1,2,0,0,2,0,2,0,0,0,1,3,58.5,224.85,0,0,4,3,56.2125,1,2.2875000000000014,0,1,1,2,Low,0.3384629669402485,Medium Risk
6339-RZCBJ,1,0,0,0,48,1,0,0,0,2,2,2,2,2,2,0,1,78.9,3771.5,0,0,6,1,78.57291666666667,2,0.3270833333333343,2,1,2,5,High,0.020433612043910473,Low Risk
4424-TKOPW,1,1,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,93.85,196.75,1,1,4,3,98.375,0,-4.525000000000006,0,2,1,3,Medium,0.8629613944152872,High Risk
4415-WNGVR,0,1,1,0,12,1,0,0,2,0,2,2,2,2,1,1,2,79.2,943.85,0,0,6,3,78.65416666666667,3,0.5458333333333343,0,1,2,3,Medium,0.21009746098414703,Low Risk
2522-AHJXR,1,0,1,0,60,1,2,1,2,0,2,2,2,2,0,1,0,109.45,6572.85,0,0,7,2,109.5475,3,-0.09749999999999659,2,2,2,6,High,0.2839534235197668,Low Risk
0412-UCCNP,1,0,0,0,55,1,0,0,2,0,2,2,0,0,2,1,2,59.2,3175.85,0,0,4,2,57.74272727272727,3,1.4572727272727306,2,1,1,4,Medium,0.009497072543932582,Low Risk
1816-FLZDK,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,3,29.15,29.15,0,0,1,3,29.15,1,0.0,0,0,0,0,Low,0.5048660989864421,Medium Risk
7096-UCLNH,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.05,20.05,0,0,1,3,20.05,0,0.0,0,0,0,0,Low,0.22339020239913973,Low Risk
8443-ZRDBZ,1,0,0,0,4,1,2,1,0,0,0,0,0,0,0,1,2,76.05,318.9,1,1,2,3,79.725,0,-3.674999999999997,0,1,1,2,Low,0.7444232326368339,High Risk
9136-ALYBR,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,24.45,24.45,1,1,0,3,24.45,0,0.0,0,0,0,0,Low,0.6759189480470392,Medium Risk
4615-PIVVU,0,0,0,0,42,1,0,0,0,0,2,2,0,2,2,0,1,66.5,2762.75,0,0,4,1,65.7797619047619,2,0.720238095238102,1,1,1,3,Medium,0.021507358880636568,Low Risk
8885-QSQBX,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,49.55,49.55,0,0,2,3,49.55,1,0.0,0,0,1,1,Low,0.2839948758634129,Low Risk
7479-NITWS,1,0,0,0,7,1,2,1,0,0,2,0,2,0,0,1,1,89.35,631.85,1,1,4,3,90.26428571428572,1,-0.9142857142857252,0,2,1,3,Medium,0.7645111475496104,High Risk
8617-ENBDS,1,0,0,0,3,1,0,1,0,0,2,0,0,0,0,1,1,73.6,232.5,0,0,2,3,77.5,1,-3.9000000000000057,0,1,1,2,Low,0.6616779326686582,Medium Risk
9385-NXKDA,0,0,1,0,72,1,2,0,2,2,2,0,2,2,2,1,1,82.65,5919.35,0,0,7,2,82.21319444444445,2,0.43680555555555145,2,1,2,5,High,0.02228784761042846,Low Risk
0430-IHCDJ,1,0,0,0,15,1,2,0,0,0,0,0,0,0,0,1,2,49.0,749.25,0,0,2,0,49.95,0,-0.9500000000000028,1,0,1,2,Low,0.3098349004055153,Medium Risk
2959-MJHIC,1,0,1,0,4,1,0,1,0,0,0,0,2,0,0,1,2,80.35,307.4,1,1,2,3,76.85,0,3.5,0,1,1,2,Low,0.7258954642566638,High Risk
6674-KVJHG,0,0,0,0,11,1,2,2,1,1,1,1,1,1,1,0,2,25.2,245.15,0,0,2,3,22.286363636363635,0,2.913636363636364,0,0,1,1,Low,0.09966815083304516,Low Risk
1814-DKOLC,0,0,0,0,5,1,2,2,1,1,1,1,1,1,0,0,3,25.45,134.75,0,0,2,3,26.95,0,-1.5,0,0,1,1,Low,0.26458930870875397,Low Risk
4201-JMNGR,0,1,0,0,1,1,0,0,2,0,2,0,0,0,0,1,2,55.8,55.8,1,1,3,3,55.8,2,0.0,0,1,1,2,Low,0.4329255888855099,Medium Risk
9351-HXDMR,1,0,1,0,72,1,2,1,2,0,2,2,2,2,2,1,1,110.9,8240.85,0,0,7,2,114.45625000000001,3,-3.5562500000000057,2,2,2,6,High,0.06824748697845867,Low Risk
3537-HPKQT,0,0,1,0,55,1,2,1,0,2,0,0,0,0,0,1,1,77.75,4266.4,0,0,3,2,77.57090909090908,0,0.17909090909091674,2,1,1,4,Medium,0.27742438987520734,Low Risk
2129-ALKBS,0,0,1,1,40,1,2,2,1,1,1,1,1,1,0,1,2,26.2,1077.5,0,0,2,1,26.9375,0,-0.7375000000000007,1,0,1,2,Low,0.05657546105404794,Low Risk
5821-MMEIL,0,0,1,0,57,1,0,2,1,1,1,1,1,1,2,0,0,19.9,1115.6,0,0,1,2,19.5719298245614,0,0.3280701754385973,2,0,0,2,Low,0.003819965763250003,Low Risk
5960-WPXQM,1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.05,79.05,1,1,2,3,79.05,0,0.0,0,1,1,2,Low,0.7421500457753775,High Risk
0684-AOSIH,1,0,1,0,1,1,0,1,2,0,0,0,2,2,0,1,2,95.0,95.0,1,1,4,3,95.0,1,0.0,0,2,1,3,Medium,0.7057163713479074,High Risk
8260-NGFNY,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,25.2,25.2,1,1,0,3,25.2,0,0.0,0,0,0,0,Low,0.6280481989677343,Medium Risk
1309-XGFSN,1,1,1,1,52,1,2,0,0,2,2,0,2,2,1,1,2,80.85,4079.55,0,0,6,2,78.45288461538462,1,2.3971153846153754,2,1,2,5,High,0.12732367916965512,Low Risk
1866-RZZQS,1,1,0,0,41,1,2,1,0,0,2,0,2,2,0,1,2,98.4,4187.75,1,1,5,1,102.14024390243902,1,-3.740243902439019,1,2,2,5,High,0.6271473373343789,Medium Risk
6968-URWQU,1,0,1,0,43,1,0,0,0,0,0,0,2,0,1,1,3,56.35,2391.15,0,0,2,1,55.608139534883726,0,0.7418604651162752,1,1,1,3,Medium,0.09157757782879412,Low Risk
4742-TXUEX,0,0,1,1,47,1,0,2,1,1,1,1,1,1,2,0,0,19.3,890.5,0,0,1,1,18.9468085106383,0,0.3531914893617021,1,0,0,1,Low,0.0037671304592341976,Low Risk
9631-XEYKE,1,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,50.4,137.25,0,0,2,3,45.75,0,4.649999999999999,0,0,1,1,Low,0.4301812485231399,Medium Risk
8631-NBHFZ,1,1,1,1,66,1,2,0,2,2,2,2,2,0,2,0,1,79.4,5154.6,1,1,7,2,78.10000000000001,3,1.2999999999999972,2,1,2,5,High,0.00923595235484402,Low Risk
1335-MXCSE,1,0,1,1,55,1,0,0,0,0,2,2,0,0,2,1,1,55.25,3119.9,0,0,3,2,56.72545454545455,2,-1.4754545454545465,2,1,1,4,Medium,0.011648446623353667,Low Risk
8873-TMKGR,1,0,0,0,29,1,0,2,1,1,1,1,1,1,1,0,3,19.1,529.5,0,0,1,1,18.25862068965517,0,0.8413793103448306,1,0,0,1,Low,0.02594794830659094,Low Risk
8800-JOOCF,0,0,0,1,12,1,2,1,0,0,0,0,2,0,0,1,2,84.05,966.55,0,0,3,3,80.54583333333333,0,3.504166666666663,0,2,1,3,Medium,0.6933308661021859,Medium Risk
1469-LBJQJ,0,0,1,0,66,1,2,1,0,2,2,0,2,2,0,1,2,105.2,6936.85,0,0,6,2,105.10378787878788,1,0.09621212121211897,2,2,2,6,High,0.4468352574990233,Medium Risk
4958-XCBDQ,1,1,0,0,35,1,2,1,0,0,2,0,2,2,0,1,2,101.4,3496.3,1,1,5,1,99.89428571428572,1,1.5057142857142907,1,2,2,5,High,0.6632410821227243,Medium Risk
8337-UPOAQ,1,1,1,0,10,1,2,1,0,0,2,0,0,2,0,1,2,89.8,914.3,1,1,4,3,91.42999999999999,1,-1.6299999999999955,0,2,1,3,Medium,0.7924030225991562,High Risk
0064-YIJGF,1,0,1,1,27,1,2,1,0,0,0,0,0,0,0,1,0,75.75,1929.0,0,0,2,1,71.44444444444444,0,4.305555555555557,1,1,1,3,Medium,0.3876480400926935,Medium Risk
2386-OWURY,0,0,0,0,58,1,0,1,0,0,0,2,2,2,0,1,2,95.3,5817.7,0,0,4,2,100.3051724137931,1,-5.005172413793105,2,2,1,5,High,0.3491741748893596,Medium Risk
1725-IQNIY,1,0,1,0,54,1,0,1,2,2,2,2,2,2,2,0,0,109.75,6110.2,1,1,7,2,113.15185185185184,3,-3.401851851851845,2,2,2,6,High,0.043298472197695656,Low Risk
0310-VQXAM,1,0,0,0,9,1,0,2,1,1,1,1,1,1,0,0,3,19.85,178.8,0,0,1,3,19.866666666666667,0,-0.01666666666666572,0,0,0,0,Low,0.16941906949084645,Low Risk
6598-RFFVI,1,0,0,0,2,1,0,2,1,1,1,1,1,1,1,0,1,19.3,28.3,1,1,1,3,14.15,0,5.15,0,0,0,0,Low,0.09119443100333564,Low Risk
3453-RTHJQ,1,0,0,0,6,1,0,1,0,0,0,0,0,0,0,1,2,69.1,435.0,0,0,1,3,72.5,0,-3.4000000000000057,0,1,0,1,Low,0.6529657790177138,Medium Risk
6712-OAWRH,0,1,0,0,26,1,0,1,0,0,0,0,2,2,0,1,2,91.25,2351.8,1,1,3,1,90.45384615384616,0,0.7961538461538424,1,2,1,4,Medium,0.6384697538121388,Medium Risk
6278-FEPBZ,0,0,0,0,9,1,0,2,1,1,1,1,1,1,0,0,3,20.25,186.15,0,0,1,3,20.683333333333334,0,-0.43333333333333357,0,0,0,0,Low,0.17792579971813646,Low Risk
4280-DLSHD,1,0,1,0,8,1,0,0,0,2,2,0,0,0,0,1,3,54.75,445.85,0,0,3,3,55.73125,1,-0.9812500000000028,0,1,1,2,Low,0.3980591322756878,Medium Risk
1508-DFXCU,1,0,0,0,12,1,0,1,0,0,0,0,2,0,0,1,2,81.45,912.0,0,0,2,3,76.0,0,5.450000000000003,0,1,1,2,Low,0.674443953005273,Medium Risk
8614-VGMMV,0,0,0,0,15,1,2,0,0,0,0,0,0,0,0,1,2,49.1,679.55,1,1,2,0,45.30333333333333,0,3.796666666666674,1,0,1,2,Low,0.30706558338184864,Medium Risk
7868-BGSZA,1,0,1,0,43,1,2,0,2,0,2,0,2,2,1,1,2,80.2,3581.6,0,0,6,1,83.29302325581395,2,-3.0930232558139465,1,1,2,4,Medium,0.12059004978163979,Low Risk
2800-QQUSO,1,0,0,0,42,1,2,1,0,0,0,2,2,2,0,1,2,100.3,4222.95,0,0,5,1,100.54642857142856,1,-0.24642857142856656,1,2,2,5,High,0.46086656372834994,Medium Risk
2930-UOTMB,0,0,0,0,31,1,2,0,2,0,2,2,0,0,0,0,1,65.25,1994.3,1,1,5,1,64.33225806451613,3,0.9177419354838747,1,1,2,4,Medium,0.09266199055539988,Low Risk
7973-DZRKH,0,0,0,1,66,1,2,1,2,0,2,2,0,0,2,1,1,90.95,5930.05,0,0,5,2,89.84924242424243,3,1.1007575757575694,2,2,2,6,High,0.025964512518145657,Low Risk
5914-DVBWJ,0,1,0,0,18,1,2,1,0,2,0,2,0,0,0,1,2,85.45,1505.85,1,1,4,0,83.65833333333333,1,1.7916666666666714,1,2,1,4,Medium,0.4286693156228437,Medium Risk
7698-YFGEZ,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.0,20.0,0,0,1,3,20.0,0,0.0,0,0,0,0,Low,0.22317533794582733,Low Risk
2533-QVMSK,1,0,1,0,61,1,2,1,0,2,0,2,2,0,2,1,2,94.1,5638.3,1,1,5,2,92.43114754098362,1,1.668852459016378,2,2,2,6,High,0.06554337528939858,Low Risk
9773-PEQBZ,1,0,0,0,10,1,2,1,0,2,0,0,0,0,0,0,2,79.85,797.25,0,0,3,3,79.725,0,0.125,0,1,1,2,Low,0.5913010716355979,Medium Risk
8644-XLFBW,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,71.65,71.65,1,1,1,3,71.65,0,0.0,0,1,0,1,Low,0.7348040222276779,High Risk
0650-BWOZN,0,1,0,0,18,1,0,1,0,2,0,0,0,0,0,1,2,73.55,1359.45,0,0,2,0,75.525,0,-1.9750000000000085,1,1,1,3,Medium,0.447253245718133,Medium Risk
8625-AZYZY,1,0,1,0,24,1,2,1,0,2,2,0,2,2,0,1,2,104.65,2542.45,1,1,6,0,105.93541666666665,1,-1.2854166666666487,1,2,2,5,High,0.6051615627029429,Medium Risk
7785-RDVIG,0,0,1,1,3,1,0,2,1,1,1,1,1,1,0,0,3,19.3,54.7,0,0,1,3,18.233333333333334,0,1.0666666666666664,0,0,0,0,Low,0.17474150872589272,Low Risk
9602-WCXPI,1,0,0,0,50,1,0,2,1,1,1,1,1,1,1,0,1,20.15,989.05,0,0,1,2,19.781,0,0.3689999999999998,2,0,0,2,Low,0.011692049452032685,Low Risk
2903-YYTBW,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,44.55,44.55,0,0,1,3,44.55,0,0.0,0,0,0,0,Low,0.3530606702194718,Medium Risk
3620-MWJNE,1,0,0,0,2,1,0,0,2,0,0,2,0,0,0,1,3,54.45,87.3,0,0,3,3,43.65,2,10.800000000000004,0,1,1,2,Low,0.2546910254467578,Low Risk
8573-JGCZW,1,0,0,0,17,1,0,2,1,1,1,1,1,1,1,1,0,19.65,351.55,0,0,1,0,20.679411764705883,0,-1.029411764705884,1,0,0,1,Low,0.040292519707745104,Low Risk
6837-HAEVO,1,0,1,1,69,1,2,1,0,2,2,0,2,2,2,1,2,105.0,7297.75,0,0,6,2,105.76449275362319,1,-0.7644927536231876,2,2,2,6,High,0.10156459519047924,Low Risk
6701-YVNQG,1,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,1,88.7,6301.7,0,0,8,2,87.52361111111111,3,1.1763888888888943,2,2,2,6,High,0.015350783679884905,Low Risk
9306-CPCBC,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,74.25,210.3,1,1,2,3,70.10000000000001,0,4.1499999999999915,0,1,1,2,Low,0.7347340615200576,High Risk
4304-XUMGI,1,1,1,1,50,1,2,0,2,2,2,0,0,2,2,1,0,75.15,3822.45,0,0,6,2,76.449,2,-1.2989999999999924,2,1,2,5,High,0.02718336343068747,Low Risk
9504-YAZWB,0,0,0,0,53,1,0,2,1,1,1,1,1,1,2,0,3,20.25,1048.45,0,0,1,2,19.782075471698114,0,0.4679245283018858,2,0,0,2,Low,0.005518103945621614,Low Risk
8819-ZBYNA,0,0,1,0,58,1,2,1,2,2,0,2,2,2,2,1,1,109.1,6393.65,0,0,7,2,110.2353448275862,2,-1.1353448275862092,2,2,2,6,High,0.07091009142848893,Low Risk
6174-NRBTZ,1,0,0,0,46,0,1,0,2,0,0,0,0,0,1,1,0,30.75,1489.3,0,0,1,1,32.37608695652174,1,-1.626086956521739,1,0,0,1,Low,0.05612546244581958,Low Risk
9481-IEBZY,1,1,1,0,72,1,2,1,2,2,2,2,2,2,0,1,1,112.9,8061.5,0,0,8,2,111.96527777777777,3,0.9347222222222342,2,2,2,6,High,0.2436272102876855,Low Risk
1833-VGRUM,0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.2,74.2,1,1,2,3,74.2,0,0.0,0,1,1,2,Low,0.7894023875479952,High Risk
6137-NICCO,0,0,1,1,6,1,2,1,0,2,2,0,2,0,0,1,3,94.05,518.75,0,0,5,3,86.45833333333333,1,7.591666666666669,0,2,2,4,Medium,0.70503733080472,High Risk
9065-ZCPQX,1,0,1,0,72,1,2,0,2,2,2,2,0,2,2,0,0,78.85,5763.15,0,0,7,2,80.04374999999999,3,-1.1937499999999943,2,1,2,5,High,0.007468257928587957,Low Risk
6402-EJMWF,1,0,0,0,4,1,0,0,0,0,0,0,0,2,0,1,3,55.3,238.5,0,0,2,3,59.625,0,-4.325000000000003,0,1,1,2,Low,0.5448657329488528,Medium Risk
3620-EHIMZ,0,0,1,1,52,1,0,2,1,1,1,1,1,1,2,0,3,19.35,1031.7,0,0,1,2,19.840384615384615,0,-0.4903846153846132,2,0,0,2,Low,0.004494852383511652,Low Risk
6870-ECSHE,0,0,0,0,2,1,0,2,1,1,1,1,1,1,1,0,3,20.45,34.8,0,0,1,3,17.4,0,3.0500000000000007,0,0,0,0,Low,0.11176867533023199,Low Risk
8747-UDCOI,0,0,1,0,65,1,0,2,1,1,1,1,1,1,2,0,0,19.35,1319.95,0,0,1,2,20.306923076923077,0,-0.9569230769230757,2,0,0,2,Low,0.002747125879426882,Low Risk
8374-XGEJJ,1,1,1,0,43,1,2,1,0,2,0,0,2,2,0,1,2,101.0,4388.4,1,1,5,1,102.05581395348837,0,-1.055813953488368,1,2,2,5,High,0.5790980878310285,Medium Risk
2656-TABEH,1,0,1,0,4,1,2,1,0,2,0,0,2,2,0,1,2,100.2,420.2,1,1,5,3,105.05,0,-4.849999999999994,0,2,2,4,Medium,0.8110927764528284,High Risk
